trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected,sweep_noise
106,regular,psi,"[2, 6]","{2: 'withhold', 6: 'withhold'}",0,0,2,"[2, 6]",2,0,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]",0,1,0,1,0,1,1,1,0.8781931401417654,0.8781931401417654,,,,0.02,8,2,False,False,0.02
107,regular,psi,"[6, 7]","{7: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]",0,0,0,1,0,1,0,0,0.3260751772047847,0.3260751772047847,,,,0.02,8,2,False,False,0.02
108,regular,psi,"[2, 4]","{2: 'equivocate', 4: 'withhold'}",0,1,1,"[2, 4]",2,0,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1]",1,0,0,0,1,0,0,1,0.46604683370900374,0.8781931159386189,,,,0.02,8,2,False,False,0.02
109,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",0,0,1,1,1,0,0,0,0.3296849436050282,0.46604683930817975,,,,0.02,8,2,False,False,0.02
110,regular,psi,"[1, 8]","{8: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 8]",2,0,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]",1,0,1,1,1,0,0,1,0.3260750895213644,0.8781931275654278,,,,0.02,8,2,False,False,0.02
111,regular,psi,"[3, 4]","{4: 'equivocate', 3: 'coherent_flip'}",1,1,0,[4],1,1,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",0,0,1,1,0,1,0,0,0.32968494920420416,0.3260751011481731,,,,0.02,8,2,False,False,0.02
112,regular,psi,"[4, 6]","{4: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 1]",1,0,0,0,0,0,0,0,0.46604683370900374,0.46604683370900374,,,,0.02,8,2,False,False,0.02
113,regular,psi,"[3, 8]","{3: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]",0,1,0,0,0,0,0,0,0.3260751011481731,0.3260751011481731,,,,0.02,8,2,False,False,0.02
114,regular,psi,"[5, 6]","{6: 'withhold', 5: 'withhold'}",0,0,2,"[5, 6]",2,0,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]",1,1,1,1,1,1,1,1,0.8781930961248068,0.8781930961248068,,,,0.02,8,2,False,False,0.02
115,regular,psi,"[3, 6]","{6: 'withhold', 3: 'withhold'}",0,0,2,"[3, 6]",2,0,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",0,1,0,1,0,1,1,1,0.878193115938619,0.878193115938619,,,,0.02,8,2,False,False,0.02
116,regular,psi,"[1, 5]","{5: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 5]",2,0,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 1]",0,0,0,1,0,0,0,1,0.32607514590926434,0.8781931097933431,,,,0.02,8,2,False,False,0.02
117,regular,psi,"[1, 3]","{3: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 3]",2,0,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]",0,1,0,0,0,1,0,1,0.3260751011481731,0.878193115938619,,,,0.02,8,2,False,False,0.02
118,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 1]",1,0,0,1,0,0,0,0,0.3296849436050282,0.46604683930817975,,,,0.02,8,2,False,False,0.02
119,regular,psi,"[6, 7]","{6: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]",1,0,0,0,0,0,0,0,0.46604683370900374,0.46604683370900374,,,,0.02,8,2,False,False,0.02
120,regular,psi,"[1, 5]","{5: 'equivocate', 1: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",0,1,0,1,0,0,1,0,0.878193109793343,0.32607514590926434,,,,0.02,8,2,False,False,0.02
121,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",1,0,1,1,1,1,0,0,0.3260751772047846,0.3260751772047846,,,,0.02,8,2,False,False,0.02
122,verification,verification,"[1, 2]","{1: 'equivocate', 2: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]",0,0,1,1,1,0,0,0,,,Psi+,False,0.04981712201110379,0.02,8,2,False,False,0.02
123,regular,psi,"[1, 2]","{2: 'withhold', 1: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",0,1,0,0,0,0,0,0,0.32607518280396014,0.32607518280396014,,,,0.02,8,2,False,False,0.02
124,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'withhold'}",0,1,1,"[7, 8]",2,0,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 0]",0,0,1,0,0,0,0,1,0.4660468007423375,0.8781931153925188,,,,0.02,8,2,False,False,0.02
125,regular,psi,"[4, 8]","{4: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",0,0,0,0,0,0,1,1,0.8781931401417654,0.8781931401417654,,,,0.02,8,2,False,False,0.02
126,regular,psi,"[2, 5]","{5: 'withhold', 2: 'withhold'}",0,0,2,"[2, 5]",2,0,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",1,1,1,1,1,1,1,1,0.8781931103394429,0.8781931103394429,,,,0.02,8,2,False,False,0.02
127,regular,zero,"[2, 5]","{2: 'equivocate', 5: 'coherent_flip'}",1,1,0,[2],1,1,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]",1,0,0,1,1,1,0,0,0.0914635387499195,0.9085364612500805,,,,0.02,8,2,True,False,0.02
128,regular,psi,"[4, 7]","{4: 'withhold', 7: 'withhold'}",0,0,2,"[4, 7]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",1,0,1,0,1,0,1,1,0.87819313012823,0.87819313012823,,,,0.02,8,2,False,False,0.02
129,regular,psi,"[2, 8]","{2: 'withhold', 8: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 1]",0,0,1,0,0,0,0,1,0.46604683687334886,0.8781931462870425,,,,0.02,8,2,False,False,0.02
130,regular,psi,"[2, 8]","{8: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 0, 0]",1,1,0,1,1,1,0,1,0.46604675895108066,0.8781931387186658,,,,0.02,8,2,False,False,0.02
131,verification,verification,"[1, 8]","{8: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]",1,1,0,1,0,1,0,0,,,Psi+,False,0.04981713341049172,0.02,8,2,False,False,0.02
132,regular,psi,"[6, 8]","{6: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]",1,0,0,0,0,0,0,0,0.46604684247252504,0.46604684247252504,,,,0.02,8,2,False,False,0.02
133,regular,psi,"[4, 6]","{6: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,1,0,1,0,0.878193115938619,0.46604683370900385,,,,0.02,8,2,False,False,0.02
134,regular,psi,"[2, 8]","{8: 'withhold', 2: 'withhold'}",0,0,2,"[2, 8]",2,0,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1]",0,1,0,1,0,1,1,1,0.8781931406878664,0.8781931406878664,,,,0.02,8,2,False,False,0.02
135,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'equivocate'}",0,2,0,"[6, 7]",2,0,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 0]",0,0,1,1,0,0,0,1,0.329684941805916,0.8781931245290535,,,,0.02,8,2,False,False,0.02
136,regular,psi,"[5, 6]","{5: 'withhold', 6: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",0,0,1,0,1,0,0,0,0.4660468095058574,0.4660468095058574,,,,0.02,8,2,False,False,0.02
137,regular,psi,"[1, 3]","{1: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",0,0,0,0,0,0,1,1,0.8781931457409414,0.8781931457409414,,,,0.02,8,2,False,False,0.02
138,regular,psi,"[4, 6]","{4: 'withhold', 6: 'withhold'}",0,0,2,"[4, 6]",2,0,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",1,1,1,1,1,1,1,1,0.8781931348744618,0.8781931348744618,,,,0.02,8,2,False,False,0.02
139,regular,psi,"[1, 3]","{3: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 3]",2,0,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",0,0,0,1,0,0,0,1,0.32607509554899716,0.878193121537795,,,,0.02,8,2,False,False,0.02
140,regular,psi,"[3, 5]","{3: 'withhold', 5: 'equivocate'}",0,1,1,"[3, 5]",2,0,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",1,1,1,0,1,1,0,1,0.32607509512054034,0.8781931219662518,,,,0.02,8,2,False,False,0.02
141,regular,psi,"[3, 6]","{6: 'withhold', 3: 'coherent_flip'}",1,0,1,[6],1,1,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]",1,0,1,1,1,1,0,0,0.3260751805367431,0.3260751805367431,,,,0.02,8,2,False,False,0.02
142,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]",1,0,0,1,0,0,0,0,0.3296849629586339,0.46604678470060257,,,,0.02,8,2,False,False,0.02
143,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'coherent_flip'}",1,1,0,[1],1,1,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",1,1,0,0,0,1,0,0,0.3296849194018818,0.4660468039066814,,,,0.02,8,2,False,False,0.02
144,regular,psi,"[4, 7]","{7: 'withhold', 4: 'withhold'}",0,0,2,"[4, 7]",2,0,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]",0,1,0,1,0,1,1,1,0.878193110339443,0.878193110339443,,,,0.02,8,2,False,False,0.02
145,regular,psi,"[2, 7]","{7: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]",0,1,1,0,0,0,0,0,0.32968496210905185,0.32607515526885644,,,,0.02,8,2,False,False,0.02
146,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",0,1,0,0,0,0,0,0,0.32607509986919814,0.32607509986919814,,,,0.02,8,2,False,False,0.02
147,regular,psi,"[2, 6]","{6: 'withhold', 2: 'withhold'}",0,0,2,"[2, 6]",2,0,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0]",1,0,1,0,1,0,1,1,0.8781930774031959,0.8781930774031959,,,,0.02,8,2,False,False,0.02
148,regular,psi,"[3, 4]","{3: 'equivocate', 4: 'equivocate'}",0,2,0,"[3, 4]",2,0,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1]",0,0,1,1,0,0,0,1,0.32968492542951455,0.8781931285149566,,,,0.02,8,2,False,False,0.02
149,regular,psi,"[4, 6]","{4: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",1,0,1,0,1,0,1,1,0.878193110339443,0.878193110339443,,,,0.02,8,2,False,False,0.02
